Timestamp;BLDC_POSTION;temp_max;temp_min;scop_sample
102030083;3096;7195;3;3095
102031086;3095;7195;3;3095
102032082;3095;7195;3;3095
102033083;3096;7195;3;3095
102034087;3095;7195;3;3095
102035087;3096;7195;3;3095
102036083;3095;7195;3;3095
102037084;3096;7195;3;3095
102038087;3096;7195;3;3095
102039104;3096;7195;3;3095
102040082;3095;7195;3;3095
102041086;3096;7195;3;3095
102042090;3095;7195;3;3095
102043083;3096;7195;3;3095
102044087;3096;7195;3;3095
102045087;3095;7195;3;3095
102046083;3096;7195;3;3095
102047084;3096;7195;3;3095
102048088;3095;7195;3;3095
102049128;3096;7195;3;3095
102050085;3096;7195;3;3095
102051088;3096;7195;3;3095
102052084;3095;7195;3;3095
102053085;3096;7195;3;3095
102054089;3095;7195;3;3095
102055090;3095;7195;3;3095
102056086;3096;7195;3;3095
102057086;3095;7195;3;3095
102058082;3096;7195;3;3095
102059083;3095;7195;3;3095
102060098;3094;7195;3;3095
102061089;3094;7195;3;3095
102062082;3096;7195;3;3095
102063086;3095;7195;3;3095
102064087;3096;7195;3;3095
102065084;3094;7195;3;3095
102066085;3096;7195;3;3095
102067090;3095;7195;3;3095
102068083;3095;7195;3;3095
102069088;3096;7195;3;3095
102070191;3096;7195;3;3095
102071090;3095;7195;3;3095
102072084;3096;7195;3;3095
102073088;3096;7195;3;3095
102074089;3095;7195;3;3095
102075086;3096;7195;3;3095
102076087;3094;7195;3;3095
102077084;3096;7195;3;3095
102078085;3096;7195;3;3095
102079082;3096;7195;3;3095
102080083;3096;7195;3;3095
102081102;3095;7195;3;3095
102082082;3096;7195;3;3095
102083084;3095;7195;3;3095
102084089;3096;7195;3;3095
102085082;3096;7195;3;3095
102086087;3095;7195;3;3095
102087088;3095;7195;3;3095
102088085;3095;7195;3;3095
102089086;3096;7195;3;3095
102090083;3095;7195;3;3095
102091114;3096;7195;3;3095
102092098;3095;7195;3;3095
102093090;3096;7195;3;3095
102094083;3096;7195;3;3095
102095087;3095;7195;3;3095
102096087;3096;7195;3;3095
102097082;3095;7195;3;3095
102098083;3096;7195;3;3095
102099087;3096;7195;3;3095
102100087;3096;7195;3;3095
102101086;3096;7195;3;3095
102102113;3095;7195;3;3095
102103103;3095;7195;3;3095
102104084;3095;7195;3;3095
102105084;3096;7195;3;3095
102106088;3096;7195;3;3095
102107089;3096;7195;3;3095
102108085;3095;7195;3;3095
102109085;3096;7195;3;3095
